OUI,Manufacturer,Country
5C53C3,"Ubee Interactive Co., Limited",HK
B48A0A,Espressif Inc.,CN
C83A1B,Toshiba TEC Corporation Inc,JP
E0F728,Amazon Technologies Inc.,US
242934,"Google, Inc.",US
3822F4,"Huawei Device Co., Ltd.",CN
8002F4,IEEE Registration Authority,US
149BF3,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
10071D,"Fiberhome Telecommunication Technologies Co.,LTD",CN
C8C13C,"RuggedTek Hangzhou Co., Ltd",CN
B850D8,"Beijing Xiaomi Mobile Software Co., Ltd",CN
F4B3B1,Silicon Laboratories,US
C09F51,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,CN
10B232,"Qingdao Intelligent&Precise Electronics Co.,Ltd.",CN
8470D7,eero inc.,US
581DD8,Sagemcom Broadband SAS,FR
30D587,"Samsung Electronics Co.,Ltd",KR
14F592,"Shenzhen SDG DONZHI Technology Co., Ltd",CN
4C09FA,FRONTIER SMART TECHNOLOGIES LTD,GB
242CFE,"Zhejiang Tmall Technology Co., Ltd.",CN
A042D1,"Huawei Device Co., Ltd.",CN
58879F,"Huawei Device Co., Ltd.",CN
9C1FCA,"Hangzhou AlmightyDigit Technology Co., Ltd",CN
2CDC78,Descartes Systems (USA) LLC,US
68A7B4,"Honor Device Co., Ltd.",CN
803C20,"HUAWEI TECHNOLOGIES CO.,LTD",CN
A4DD58,"HUAWEI TECHNOLOGIES CO.,LTD",CN
E8D87E,Amazon Technologies Inc.,US
78034F,Nokia,CA
9C57BC,eero inc.,US
0015A6,Digital Electronics Products Ltd.,HK
A8A237,Arcadyan Corporation,TW
F8AB82,Xiaomi Communications Co Ltd,CN
EC30B3,Xiaomi Communications Co Ltd,CN
08E63B,zte corporation,CN
88C174,zte corporation,CN
C89E61,Lyngsoe Systems LTd,CA
902CFB,"CanTops Co,.Ltd.",KR
1CAF4A,"Samsung Electronics Co.,Ltd",KR
C8120B,"Samsung Electronics Co.,Ltd",KR
6C1524,IEEE Registration Authority,US
C08D51,Amazon Technologies Inc.,US
44B4B2,Amazon Technologies Inc.,US
ACCCFC,Amazon Technologies Inc.,US
E8DC6C,"Cisco Systems, Inc",US
B03F64,"Apple, Inc.",US
2C8217,"Apple, Inc.",US
142D4D,"Apple, Inc.",US
EC42CC,"Apple, Inc.",US
B8211C,"Apple, Inc.",US
28BE43,"vivo Mobile Communication Co., Ltd.",CN
2CFC8B,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
002604,WorldCast Systems,FR
F8AD24,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.",CN
A8C98A,"New H3C Technologies Co., Ltd",CN
E0276C,Guangzhou Shiyuan Electronic Technology Company Limited,CN
DC8E95,Silicon Laboratories,US
90935A,"ARRIS Group, Inc.",US
AC8FA9,Nokia Solutions and Networks GmbH & Co. KG,DE
000AD0,"Niigata Develoment Center,  F.I.T. Co., Ltd.",JP
7CEF40,Nextorage Corporation,JP
C0E01C,"IoT Security Group, SL",ES
AC51AB,"HUAWEI TECHNOLOGIES CO.,LTD",CN
48CDD3,"HUAWEI TECHNOLOGIES CO.,LTD",CN
CC6618,Adtran Inc,US
44291E,AltoBeam (China) Inc.,CN
24EBED,"HUAWEI TECHNOLOGIES CO.,LTD",CN
2874F5,Nokia Solutions and Networks GmbH & Co. KG,DE
A04466,Intellics,KR
446D7F,Amazon Technologies Inc.,US
2406F2,"Sichuan Tianyi Comheart Telecom Co.,LTD",CN
6818D9,Hill AFB - CAPRE Group,US
1C61B4,TP-Link Corporation Limited,HK
9CA2F4,TP-Link Corporation Limited,HK
18BC57,ADVA Optical Networking Ltd.,GB
D8E2DF,Microsoft Corporation,US
388F30,"Samsung Electronics Co.,Ltd",KR
6C0F61,Hypervolt Ltd,GB
C0C170,"Shenzhen SuperElectron Technology Co.,Ltd.",CN
504289,zte corporation,CN
84C692,Texas Instruments,US
6CB2FD,Texas Instruments,US
302BDC,"Top-Unum Electronics Co., LTD",CN
90F7B2,"New H3C Technologies Co., Ltd",CN
1C47F6,"Zhidao Network Technology(Shenzhen) Co.,Ltd",CN
000CD6,PARTNER TECH,TW
6C9308,IEEE Registration Authority,US
E8EBD3,"Mellanox Technologies, Inc.",US
E881AB,"Beijing Sankuai Online Technology Co.,Ltd",CN
D4BD4F,Ruckus Wireless,US
5CC9C0,Renesas Electronics (Penang) Sdn. Bhd.,MY
8C1553,Beijing Memblaze Technology Co Ltd,CN
6CB158,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
B0A4F0,"HUAWEI TECHNOLOGIES CO.,LTD",CN
04E31A,Sagemcom Broadband SAS,FR
7C6A60,"China Mobile Group Device Co.,Ltd.",CN
B4695F,TCT mobile ltd,CN
24753A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
C85895,"Motorola Mobility LLC, a Lenovo Company",US
6C999D,Amazon Technologies Inc.,US
C0060C,"HUAWEI TECHNOLOGIES CO.,LTD",CN
2C3341,China Mobile IOT Company Limited,CN
AC567B,Sunnovo International Limited,CN
34D737,IBG Industriebeteiligungsgesellschaft mbH &b Co. KG,DE
A8537D,"Mist Systems, Inc.",US
303422,eero inc.,US
E4DADF,Taicang T&W Electronics,CN
7C35F8,"Zhejiang Tmall Technology Co., Ltd.",CN
B05C16,"Fiberhome Telecommunication Technologies Co.,LTD",CN
08E021,"Honor Device Co., Ltd.",CN
9CC12D,"GD Midea Air-Conditioning Equipment Co.,Ltd.",CN
7426FF,zte corporation,CN
C42728,zte corporation,CN
8CC7C3,NETLINK ICT,IN
E8D322,"Cisco Systems, Inc",US
A0B4BF,InfiNet LLC,RU
7CC95E,"Dongguan Liesheng Electronic Co., Ltd.",CN
D0EDFF,ZF CVCS,DE
988FE0,IEEE Registration Authority,US
F8A91F,"ZVISION Technologies Co., Ltd",CN
C07982,"TCL King Electrical Appliances(Huizhou)Co.,Ltd",CN
080076,PC LAN TECHNOLOGIES,US
7CCCFC,"Quectel Wireless Solutions Co.,Ltd.",CN
DC8084,"Apple, Inc.",US
4CBAD7,LG Innotek,KR
34B883,"Cisco Systems, Inc",US
80657C,"Apple, Inc.",US
2CFDB4,"Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd",CN
38C804,"Hui Zhou Gaoshengda Technology Co.,LTD",CN
E007C2,"FUJIAN STAR-NET COMMUNICATION CO.,LTD",CN
18D793,IEEE Registration Authority,US
102C8D,"GD Midea Air-Conditioning Equipment Co.,Ltd.",CN
D8B673,Texas Instruments,US
B4F267,"Compal Broadband Networks, Inc.",TW
B0DD74,Heimgard Technologies AS,NO
C0FBC1,ITEL MOBILE LIMITED,HK
9850A3,SIGNALTEK JSC,RU
B48C9D,AzureWave Technology Inc.,TW
50B3B4,"Shenzhen Furuilian Electronic Co.,Ltd.",CN
94E686,Espressif Inc.,CN
F828C9,"HUAWEI TECHNOLOGIES CO.,LTD",CN
FC1193,"HUAWEI TECHNOLOGIES CO.,LTD",CN
DC3643,IEEE Registration Authority,US
50874D,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
A41752,Hifocus Electronics India Private Limited,IN
00620B,Broadcom Limited,US
40FE95,"New H3C Technologies Co., Ltd",CN
2CDD5F,"Shenzhen iComm Semiconductor CO.,LTD",CN
A05394,"Shenzhen zediel co., Ltd.",CN
04EEE8,IEEE Registration Authority,US
9CB8B4,"AMPAK Technology,Inc.",TW
84B4DB,Silicon Laboratories,US
1C70C9,"Jiangsu Aisida Electronic Co., Ltd",CN
3CF7D1,OMRON Corporation,JP
C0BAE6,Application Solutions (Safety and Security) Ltd,GB
DCCCE6,"Samsung Electronics Co.,Ltd",KR
F065AE,"Samsung Electronics Co.,Ltd",KR
5089D1,"Huawei Device Co., Ltd.",CN
BCD074,"Apple, Inc.",US
0C1EF7,Omni-ID,GB
E85177,"Qingdao Intelligent&Precise Electronics Co.,Ltd.",CN
388A21,UAB Teltonika Telematics,LT
A45FB9,"DreamBig Semiconductor, Inc.",US
345D9E,Sagemcom Broadband SAS,FR
000F32,Lootom Telcovideo Network (Wuxi) Co Ltd,CN
18C23C,"Lumi United Technology Co., Ltd",CN
0475F9,Taicang T&W Electronics,CN
E06D18,PIONEERCORPORATION,JP
8CF8C5,Intel Corporate,MY
A05950,Intel Corporate,MY
D4354A,ALAXALA Networks Corporation,JP
40E99B,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
90FFD6,"Honor Device Co., Ltd.",CN
CCA3BD,ITEL MOBILE LIMITED,HK
6C3A36,Glowforge Inc,US
BCAF87,"smartAC.com, Inc.",US
C02B31,"Phytium Technology Co.,Ltd.",CN
58CF79,Espressif Inc.,CN
786299,BITSTREAM sp. z o.o.,PL
CC5B31,"Nintendo Co.,Ltd",JP
C0280B,"Honor Device Co., Ltd.",CN
9CEA97,"Honor Device Co., Ltd.",CN
C89BAD,"Honor Device Co., Ltd.",CN
B4D286,"Telechips, Inc.",KR
08F80D,IEEE Registration Authority,US
4CC449,Icotera A/S,DK
BC455B,"Samsung Electronics Co.,Ltd",KR
D42C46,BUFFALO.INC,JP
1091A8,Espressif Inc.,CN
78047A,Edge Networks LLC,US
B03CDC,Intel Corporate,MY
208097,Shenzhen OXO Technology limited,CN
7C1689,Sagemcom Broadband SAS,FR
5C83CD,New platforms,RU
10E8A7,Wistron Neweb Corporation,TW
8415D3,"HUAWEI TECHNOLOGIES CO.,LTD",CN
D49400,"HUAWEI TECHNOLOGIES CO.,LTD",CN
384B24,SIEMENS AG,DE
F0AE66,"Cosonic Intelligent Technologies Co., Ltd.",CN
3CA916,"Huawei Device Co., Ltd.",CN
D46C6D,"ARRIS Group, Inc.",US
A0E7AE,"ARRIS Group, Inc.",US
806A00,"Cisco Systems, Inc",US
A06C65,Texas Instruments,US
448502,"Shenzhen SuperElectron Technology Co.,Ltd.",CN
F4A454,IEEE Registration Authority,US
58FCC6,TOZO INC,US
C41C07,"Samsung Electronics Co.,Ltd",KR
4011C3,"Samsung Electronics Co.,Ltd",KR
C47D9F,"Samsung Electronics Co.,Ltd",KR
A4EF15,AltoBeam (China) Inc.,CN
1C4586,"Nintendo Co.,Ltd",JP
185B00,Nokia,CA
A861DF,"China Mobile Group Device Co.,Ltd.",CN
305A99,"Sichuan Tianyi Comheart Telecom Co.,LTD",CN
604DE1,"HUAWEI TECHNOLOGIES CO.,LTD",CN
704E6B,"HUAWEI TECHNOLOGIES CO.,LTD",CN
603D29,"HUAWEI TECHNOLOGIES CO.,LTD",CN
10A51D,Intel Corporate,MY
589B4A,DWnet Technologies(Suzhou) Corporation,CN
507C6F,Intel Corporate,MY
98DD60,"Apple, Inc.",US
C04442,"Apple, Inc.",US
D468AA,"Apple, Inc.",US
F8C3CC,"Apple, Inc.",US
54C480,"HUAWEI TECHNOLOGIES CO.,LTD",CN
D866EE,"BOXIN COMMUNICATION CO.,LTD.",CN
F4573E,"Fiberhome Telecommunication Technologies Co.,LTD",CN
70C6DD,"New H3C Technologies Co., Ltd",CN
3C9EC7,SKY UK LIMITED,GB
088E90,Intel Corporate,MY
282A87,ITEL MOBILE LIMITED,HK
A8B57C,"Roku, Inc",US
2426BA,"Shenzhen Toptel Technology Co., Ltd.",CN
F06C73,Nokia,CA
9C756E,Ajax Systems DMCC,AE
E8F9D4,"HUAWEI TECHNOLOGIES CO.,LTD",CN
B0C787,"HUAWEI TECHNOLOGIES CO.,LTD",CN
0C4F9B,"HUAWEI TECHNOLOGIES CO.,LTD",CN
482FD7,"HUAWEI TECHNOLOGIES CO.,LTD",CN
7C214A,Intel Corporate,MY
508492,Intel Corporate,MY
9880BB,IEEE Registration Authority,US
B812DA,LVSWITCHES INC.,CN
A0D7F3,"Samsung Electronics Co.,Ltd",KR
7890A2,zte corporation,CN
ACBCD9,"Cisco Systems, Inc",US
D8B053,Xiaomi Communications Co Ltd,CN
6CF784,Xiaomi Communications Co Ltd,CN
546CEB,Intel Corporate,MY
009337,Intel Corporate,MY
58CE2A,Intel Corporate,MY
042B58,"Shenzhen Hanzsung Technology Co.,Ltd",CN
B43D08,GX International BV,NL
7089F5,"Dongguan Lingjie IOT Co., LTD",CN
9431CB,"vivo Mobile Communication Co., Ltd.",CN
B8208E,"Panasonic Connect Co., Ltd.",JP
847B57,Intel Corporate,MY
4006D5,"Cisco Systems, Inc",US
C4CA2B,Arista Networks,US
607DDD,"Shenzhen Shichuangyi Electronics Co.,Ltd",CN
AC5E14,"HUAWEI TECHNOLOGIES CO.,LTD",CN
20DF73,"HUAWEI TECHNOLOGIES CO.,LTD",CN
48128F,"HUAWEI TECHNOLOGIES CO.,LTD",CN
64CBE9,LG Innotek,KR
24D81E,"MirWifi,Joint-Stock Company",RU
90380C,Espressif Inc.,CN
BC2228,D-Link International,SG
40CA63,Seongji Industry Company,KR
40B0A1,"VALCOM CO.,LTD.",JP
103C59,zte corporation,CN
D48A3B,HUNAN FN-LINK TECHNOLOGY LIMITED,CN
6CDDEF,EPCOMM Inc.,US
10B7A8,CableFree Networks Limited,GB
089BF1,eero inc.,US
78444A,"Shenzhen Aiwinn information Technology Co., Ltd.",CN
D0F121,"Xi'an LINKSCI Technology Co., Ltd",CN
9C5636,"Huawei Device Co., Ltd.",CN
947F1D,"Shenzhen Fastrain Technology Co., Ltd.",CN
D0F520,KYOCERA Corporation,JP
70B64F,"Guangzhou V-SOLUTION Electronic Technology Co., Ltd.",CN
B89470,Calix Inc.,US
E4293D,"Shenzhen Sy-Fiber Optical Communication Technology.Co.,Ltd",CN
70B9BB,"Shenzhen Hankvision Technology CO.,LTD",CN
B4205B,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
A4C69A,"Samsung Electronics Co.,Ltd",KR
8CB87E,Intel Corporate,MY
701AB8,Intel Corporate,MY
5CDF89,Ruckus Wireless,US
B88C29,"GD Midea Air-Conditioning Equipment Co.,Ltd.",CN
5444A3,"Samsung Electronics Co.,Ltd",KR
D03F27,Wyze Labs Inc,US
50297B,"China Mobile Group Device Co.,Ltd.",CN
3003C8,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,CN
089E84,"HUAWEI TECHNOLOGIES CO.,LTD",CN
1082D7,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.",CN
785EE8,IEEE Registration Authority,US
9C40CD,Synclayer Inc.,JP
D8BE1F,"Apple, Inc.",US
98502E,"Apple, Inc.",US
580AD4,"Apple, Inc.",US
A477F3,"Apple, Inc.",US
CCBCE3,"HUAWEI TECHNOLOGIES CO.,LTD",CN
088EDC,"Apple, Inc.",US
A84A28,"Apple, Inc.",US
BC6AD1,Xiaomi Communications Co Ltd,CN
0845D1,"Cisco Systems, Inc",US
18E215,Nokia,CA
EC1C5D,Siemens AG,DE
8427B6,China Mobile IOT Company Limited,CN
807EB4,"Shenzhen SuperElectron Technology Co.,Ltd.",CN
2CB8ED,SonicWall,US
500A52,Huiwan Technologies Co. Ltd,CN
54A9D4,Minibar Systems,US
000062,BULL HN INFORMATION SYSTEMS,US
C8C9A3,Espressif Inc.,CN
E43BC9,"HISENSE VISUAL TECHNOLOGY CO.,LTD",CN
E89526,"Luxshare Precision Industry CO., LTD.",CN
104121,TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO,BR
D49390,CLEVO CO.,TW
BC062D,"Wacom Co.,Ltd.",JP
3C93F4,"HUAWEI TECHNOLOGIES CO.,LTD",CN
6433B5,IEEE Registration Authority,US
504B9E,"Huawei Device Co., Ltd.",CN
047AAE,"Huawei Device Co., Ltd.",CN
409CA6,Curvalux,GB
8C4B14,Espressif Inc.,CN
D88083,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,CN
FC4265,"Zhejiang Tmall Technology Co., Ltd.",CN
187758,Audoo Limited (UK),GB
44D454,Sagemcom Broadband SAS,FR
6887C6,"Cisco Systems, Inc",US
80248F,"Cisco Systems, Inc",US
4C50F1,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
B4E454,Amazon Technologies Inc.,US
0C43F9,Amazon Technologies Inc.,US
D494FB,Continental Automotive Systems Inc.,US
44A92C,IEEE Registration Authority,US
84AC16,"Apple, Inc.",US
2CBC87,"Apple, Inc.",US
5078B0,"Huawei Device Co., Ltd.",CN
E4072B,"Huawei Device Co., Ltd.",CN
2446E4,"HUAWEI TECHNOLOGIES CO.,LTD",CN
50E7A0,Renesas Electronics (Penang) Sdn. Bhd.,MY
90E868,AzureWave Technology Inc.,TW
68F0D0,SkyBell Technologies Inc.,US
FCA89B,Texas Instruments,US
98F07B,Texas Instruments,US
CC896C,GN Hearing A/S,DK
A4FF95,Nokia,CA
D47350,"DBG Commnunications Technology  Co., Ltd.",CN
70DA17,Austrian Audio GmbH,AT
3861A5,Grabango Co,US
78D3ED,NORMA,KR
8C1ED9,"Beijing Unigroup Tsingteng Microsystem Co., LTD.",CN
34B472,Espressif Inc.,CN
F80C58,Taicang T&W Electronics,CN
50411C,"AMPAK Technology,Inc.",TW
F42679,Intel Corporate,MY
B03795,LG Electronics,KR
3C7AF0,ITEL MOBILE LIMITED,HK
48F3F3,"Baidu Online Network Technology (Beijing) Co., Ltd",CN
081C6E,Xiaomi Communications Co Ltd,CN
508140,HP Inc.,US
FC58DF,Interphone Service,PL
981082,"Nsolution Co., Ltd.",KR
38A659,Sagemcom Broadband SAS,FR
781305,IEEE Registration Authority,US
34243E,zte corporation,CN
98ED7E,eero inc.,US
34FE9E,Fujitsu Limited,JP
38453B,Ruckus Wireless,US
6450D6,Liquidtool Systems,CH
F44637,Intel Corporate,MY
0C718C,TCT mobile ltd,CN
24085D,Continental Aftermarket & Services GmbH,DE
A848FA,Espressif Inc.,CN
505D7A,zte corporation,CN
C41234,"Apple, Inc.",US
3CA6F6,"Apple, Inc.",US
681BEF,"HUAWEI TECHNOLOGIES CO.,LTD",CN
E4DC5F,"Cofractal, Inc.",US
4CAB4F,"Apple, Inc.",US
9C583C,"Apple, Inc.",US
000901,Shenzhen Shixuntong Information & Technoligy Co,CN
F463E7,"Nanjing Maxon O.E. Tech. Co., LTD",CN
88AEDD,"EliteGroup Computer Systems Co., LTD",TW
7806C9,"Huawei Device Co., Ltd.",CN
E8A6CA,"Huawei Device Co., Ltd.",CN
CCFA66,"Huawei Device Co., Ltd.",CN
68966A,OHSUNG,KR
902E16,"LCFC(HeFei) Electronics Technology co., ltd",CN
A0E70B,Intel Corporate,MY
04EEEE,"Laplace System Co., Ltd.",JP
1C3CD4,"HUAWEI TECHNOLOGIES CO.,LTD",CN
F4E451,"HUAWEI TECHNOLOGIES CO.,LTD",CN
482218,"Shenzhen Yipingfang Network Technology Co., Ltd.",CN
F88EA1,Edgecore Networks Corporation,TW
2C4881,"vivo Mobile Communication Co., Ltd.",CN
E40CFD,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
58D697,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
30A176,"Fiberhome Telecommunication Technologies Co.,LTD",CN
48E7DA,AzureWave Technology Inc.,TW
047153,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,CN
40C48C,"N-iTUS CO.,LTD.",KR
5437BB,Taicang T&W Electronics,CN
60F8F2,Synaptec,GB
AC74B1,Intel Corporate,MY
F46077,Texas Instruments,US
C03C04,Sagemcom Broadband SAS,FR
A4D73C,Seiko Epson Corporation,JP
000808,"PPT Vision, Inc.",US
6C108B,WeLink Communications,US
4C7167,PoLabs d.o.o.,SI
7C8530,Nokia,CA
24A799,"Huawei Device Co., Ltd.",CN
7C3E74,"Huawei Device Co., Ltd.",CN
148919,2bps,KR
58FD5D,"Hangzhou Xinyun technology Co., Ltd.",CN
185207,"Sichuan Tianyi Comheart Telecom Co.,LTD",CN
E0C63C,"Sichuan Tianyi Comheart Telecom Co.,LTD",CN
F8BAE6,Nokia,CA
BCECA0,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",CN
A45590,Xiaomi Communications Co Ltd,CN
08010F,"Sichuan Tianyi Comheart Telecom Co.,LTD",CN
C0CC42,"Sichuan Tianyi Comheart Telecom Co.,LTD",CN
806559,EM Microelectronic,CH
D047C1,Elma Electronic AG,CH
308E7A,"Shenzhen iComm Semiconductor CO.,LTD",CN
B8A377,"Cisco Systems, Inc",US
E44E2D,"Cisco Systems, Inc",US
984265,Sagemcom Broadband SAS,FR
DC215C,Intel Corporate,MY
C42360,Intel Corporate,MY
78D9E9,MOMENTUM IOT,US
103D1C,Intel Corporate,MY
3887D5,Intel Corporate,MY
1CD107,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.",CN
9C1C37,AltoBeam (China) Inc.,CN
2C0823,Sercomm France Sarl,FR
A8934A,"CHONGQING FUGUI ELECTRONICS CO.,LTD.",CN
C87B23,Bose Corporation,US
00047D,Motorola Solutions Inc.,US
8C19B5,Arcadyan Corporation,TW
34AB95,Espressif Inc.,CN
C491CF,Luxul,US
D89AC1,Nokia,CA
F0B11D,Nokia,CA
7CD9F4,UAB Teltonika Telematics,LT
A4D795,"Wingtech Mobile Communications Co.,Ltd",CN
84AB26,Tiinlab Corporation,CN
58356B,TECNO MOBILE LIMITED,HK
F89753,"Huawei Device Co., Ltd.",CN
5894AE,"Huawei Device Co., Ltd.",CN
B03ACE,"Huawei Device Co., Ltd.",CN
F84CDA,"HUAWEI TECHNOLOGIES CO.,LTD",CN
BCFF4D,Espressif Inc.,CN
A4056E,Tiinlab Corporation,CN
FC4EA4,"Apple, Inc.",US
F4BEEC,"Apple, Inc.",US
54E61B,"Apple, Inc.",US
CC68B6,TP-Link Corporation Limited,HK
14DD9C,"vivo Mobile Communication Co., Ltd.",CN
64644A,"Beijing Xiaomi Mobile Software Co., Ltd",CN
E89E0C,MAX8USA DISTRIBUTORS INC.,US
64808B,"VG Controls, Inc.",US
FC13F0,"Bouffalo Lab (Nanjing) Co., Ltd.",CN
20896F,"Fiberhome Telecommunication Technologies Co.,LTD",CN
F4FBB8,"HUAWEI TECHNOLOGIES CO.,LTD",CN
A070B7,"HUAWEI TECHNOLOGIES CO.,LTD",CN
78B554,"Huawei Device Co., Ltd.",CN
689E6A,"Huawei Device Co., Ltd.",CN
282B96,"Huawei Device Co., Ltd.",CN
A439B6,SHENZHEN PEIZHE MICROELECTRONICS CO .LTD,CN
0004AD,Malibu Networks,US
C45BBE,Espressif Inc.,CN
002618,ASUSTek COMPUTER INC.,TW
CC3331,Texas Instruments,US
FC9C98,Arlo Technology,US
1C6EE6,NHNETWORKS,KR
08F606,zte corporation,CN
B814DB,OHSUNG,KR
1CD1E0,"Cisco Systems, Inc",US
E8FD35,"Huawei Device Co., Ltd.",CN
ECC5D2,"Huawei Device Co., Ltd.",CN
4044FD,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.",CN
646EE0,Intel Corporate,MY
0456E5,Intel Corporate,MY
884604,Xiaomi Communications Co Ltd,CN
841EA3,Sagemcom Broadband SAS,FR
8C2A8E,DongGuan Ramaxel Memory Technology,CN
80071B,"VSOLUTION TELECOMMUNICATION TECHNOLOGY CO.,LTD.",CN
24456B,"Huawei Device Co., Ltd.",CN
483871,"Huawei Device Co., Ltd.",CN
44BDDE,BHTC GmbH,DE
B4608C,"Fiberhome Telecommunication Technologies Co.,LTD",CN
F40223,PAX Computer Technology(Shenzhen) Ltd.,CN
6479F0,Intel Corporate,MY
081086,"NEC Platforms, Ltd.",JP
78653B,"Shaoxing Ourten Electronics Co., Ltd.",CN
E0E656,Nethesis  srl,IT
4CF202,Xiaomi Communications Co Ltd,CN
A877E5,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD",CN
10A4DA,"HUAWEI TECHNOLOGIES CO.,LTD",CN
FC584A,"xiamenshi c-chip technology co., ltd",CN
84D608,"Wingtech Mobile Communications Co., Ltd.",CN
346893,Tecnovideo Srl,IT
9023B4,"New H3C Technologies Co., Ltd",CN
882A5E,"New H3C Technologies Co., Ltd",CN
246968,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
FCA9DC,Renesas Electronics (Penang) Sdn. Bhd.,MY
3C7AAA,China Dragon Technology Limited,CN
84FD27,Silicon Laboratories,US
28D3EA,"Huawei Device Co., Ltd.",CN
A8F266,"Huawei Device Co., Ltd.",CN
CC9C3E,Cisco Meraki,US
84267A,"GUANGDONG TAIDE ZHILIAN TECHNOLOGY CO.,LTD",CN
6C4760,"Sunitec Enterprise Co.,Ltd",CN
183219,EM Microelectronic,CH
0020C1,"SAXA, Inc.",JP
4829E4,AO,RU
3C9BC6,"Huawei Device Co., Ltd.",CN
0036BE,Northwest Towers,US
A45E5A,ACTIVIO Inc.,JP
7C5079,Intel Corporate,MY
8038FB,Intel Corporate,MY
501FC6,"Apple, Inc.",US
CC69FA,"Apple, Inc.",US
10CEE9,"Apple, Inc.",US
5C56A4,Wanan Hongsheng Electronic Co.Ltd,CN
642656,"Shenzhen Fanweitai Technology Service Co.,Ltd",CN
AC8247,Intel Corporate,MY
F0258E,"HUAWEI TECHNOLOGIES CO.,LTD",CN
9C746F,"HUAWEI TECHNOLOGIES CO.,LTD",CN
AC74C4,Maytronics Ltd.,IL
540910,"Apple, Inc.",US
9CFC28,"Apple, Inc.",US
B485E1,"Apple, Inc.",US
0C19F8,"Apple, Inc.",US
08B4B1,"Google, Inc.",US
382028,"HUAWEI TECHNOLOGIES CO.,LTD",CN
E47727,"HUAWEI TECHNOLOGIES CO.,LTD",CN
105107,Intel Corporate,MY
749AC0,"Cachengo, Inc.",US
34587C,"MIRAE INFORMATION TECHNOLOGY CO., LTD.",KR
A03B01,Kyung In Electronics,KR
145E69,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
C4E287,"HUAWEI TECHNOLOGIES CO.,LTD",CN
54F607,"Huawei Device Co., Ltd.",CN
A0A3F0,D-Link International,SG
E8A0CD,"Nintendo Co.,Ltd",JP
9C823F,"Huawei Device Co., Ltd.",CN
E06C4E,Shenzhen TINNO Mobile Technology Corp.,CN
50558D,China Mobile IOT Company Limited,CN
64E003,"Hui Zhou Gaoshengda Technology Co.,LTD",CN
34F716,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
846569,"New H3C Technologies Co., Ltd",CN
281B04,Zalliant LLC,US
7C5259,"Sichuan Jiuzhou Electronic Technology Co., Ltd.",CN
F4B301,Intel Corporate,MY
E8D2FF,Sagemcom Broadband SAS,FR
0C96CD,MERCURY CORPORATION,KR
18CE94,"Samsung Electronics Co.,Ltd",KR
783716,"Samsung Electronics Co.,Ltd",KR
5C6F69,Broadcom Limited,US
D012CB,AVM Audiovisuelles Marketing und Computersysteme GmbH,DE
78CF2F,"HUAWEI TECHNOLOGIES CO.,LTD",CN
A83B5C,"HUAWEI TECHNOLOGIES CO.,LTD",CN
045FB9,"Cisco Systems, Inc",US
102FA3,Shenzhen Uvision-tech Technology Co.Ltd,CN
04495D,"Huawei Device Co., Ltd.",CN
F0FEE7,"Huawei Device Co., Ltd.",CN
E8F408,Intel Corporate,MY
58B0FE,Team EPS GmbH,DE
90C792,"ARRIS Group, Inc.",US
DCCD74,"Japan E.M.Solutions Co., Ltd.",JP
748B29,Micobiomed,KR
484C29,"HUAWEI TECHNOLOGIES CO.,LTD",CN
C4D438,"HUAWEI TECHNOLOGIES CO.,LTD",CN
54211D,"Huawei Device Co., Ltd.",CN
143FA6,Sony Home Entertainment&Sound Products Inc,JP
44D453,Sagemcom Broadband SAS,FR
DCA120,Nokia,CA
50523B,Nokia,CA
2406AA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
8CAE49,IEEE Registration Authority,US
20FF36,"IFLYTEK CO.,LTD.",CN
